customer_id,name,email,phone,address,date_of_birth,account_open_date,customer_status
6c3345f5-20a0-443a-92e4-19c9ef54f228,Ashley Flynn,ashley.flynn@gmail.com,546-438-8640x54374,"003 Webb Points
Melissahaven, GA 81054",2002-06-24,2023-09-22,Active
b30b9e29-a5c5-4a8e-aadd-ee4d053a00eb,Victor Smith,victor.smith@gmail.com,001-454-539-3317x2937,"74829 Price Street Suite 547
Chelseatown, SC 97462",1964-03-08,2020-12-21,Inactive
2f4681af-ed73-4319-815f-b43b975a2964,Jerry Hudson,jerry.hudson@gmail.com,(683)738-7152,"992 Green Parkway
Foxmouth, VI 06679",2003-11-26,2018-06-02,Inactive
1d08b9c9-c0ce-4c39-b94d-cf89511fe31f,Janet Chen,janet.chen@gmail.com,7743325520,"34244 Julie Inlet Apt. 471
Andrewsfurt, MP 78361",1986-09-04,2021-03-02,Inactive
8c575129-1eec-49c3-9759-e429c341b3a5,Mark Robinson,mark.robinson@gmail.com,001-999-251-6618,"PSC 6269, Box 8074
APO AA 77447",2000-09-17,2018-07-04,Active
7c579f9f-a9ed-45f9-b35d-77b1eb7d5d4f,Tanya Stewart,tanya.stewart@gmail.com,639-813-4704,"USS Graham
FPO AE 33776",1948-09-24,2015-07-18,Active
0b12a261-fe8e-44e4-9fe7-b4066c06f25c,William Li,william.li@gmail.com,001-850-258-3929x67701,"19181 Alicia Center
South Ruth, MN 54832",1974-04-14,2019-05-04,Active
b36d3c0c-d7e9-4251-8ca5-0ad18208ec2c,Steven Williams,steven.williams@gmail.com,(984)894-7050x119,"478 Preston Center Apt. 807
Amandatown, MH 64043",1955-04-13,2017-03-17,Active
c6c3d4e0-5170-4d81-b61f-a8a236dba550,Jill Walker,jill.walker@gmail.com,(972)243-7864,"9603 Russell Mills Apt. 836
Lake Angela, AK 95113",1976-08-03,2017-12-23,Closed
bfc30325-5ef2-4915-b193-1c93d73e4733,Ryan Drake,ryan.drake@gmail.com,001-571-838-9845,"52832 Vanessa Circle
South Sarah, MO 26132",1961-07-04,2020-03-21,Inactive
888ef41a-80aa-4511-bde5-ef9dc17f117d,Holly Ross,holly.ross@gmail.com,418-238-4071,"0606 Wells Lakes
Kathleenchester, CO 03174",1938-07-28,2021-03-04,Inactive
9805a990-e91f-47a1-bc80-337fb16f223c,Roger Carr,roger.carr@gmail.com,(306)921-7091x5759,"15928 Richard Ridge
Matthewside, SD 97368",1934-01-26,2019-02-23,Closed
8779bf6c-9a88-49ed-b246-9ad6c100f830,Daniel White,daniel.white@gmail.com,270.851.9405x732,"586 Sharon Wall Apt. 445
Anthonyland, IL 15607",1945-01-29,2022-01-18,Closed
d2cdf057-b21a-4edd-9497-342514637ecf,Emily Wells,emily.wells@gmail.com,(233)662-7692x6918,"1486 Washington Alley
North Mackenzie, PR 93894",1960-02-16,2017-12-29,Inactive
dcd48f24-c4de-4777-8cb2-4b58045b2ff4,Laura Middleton,laura.middleton@gmail.com,744-689-6162x806,"USS Wilson
FPO AE 15343",1941-05-26,2021-07-11,Active
0322a53b-f592-40a8-9025-020945886efd,Julia Sanchez,julia.sanchez@gmail.com,001-943-431-4889,"20172 Simmons Shore
South Erinbury, DE 27272",1995-04-26,2024-06-25,Inactive
b92538f4-f956-4d61-aa4f-9e8d6d2c9401,Paul Gibson,paul.gibson@gmail.com,(886)543-6474,"4842 Stacy Dale
Perezchester, SC 43348",1961-08-25,2021-12-03,Inactive
9037981a-6083-49b8-8b75-8da6b684445b,Jacqueline Blanchard,jacqueline.blanchard@gmail.com,(627)278-3525x66461,"0073 Denise Dale
New Derek, CO 66303",1938-08-14,2024-02-02,Active
b13ffa12-6fa1-4577-bf71-eabbc5e05848,Connie Gutierrez,connie.gutierrez@gmail.com,397.649.1897x832,"4995 Andrew Corners Suite 085
Port Derekburgh, NH 65269",1986-01-24,2024-05-05,Inactive
30cd3e97-5367-49d8-bfdd-8f35dfe2d525,Michael Murray,michael.murray@gmail.com,383-565-7254,"0885 Ward Overpass
Whitetown, UT 86777",2005-04-21,2021-10-24,Inactive
b99d4c3e-0064-4b88-8b1e-b6fc0da78862,Thomas Hamilton MD,thomas.hamilton md@gmail.com,+1-628-803-0143x810,"215 Patrick Brook
Port Garyport, AS 14875",1988-11-22,2019-05-13,Active
35b25340-960f-47f0-b19c-5dd8b6c828e5,Jaclyn Kim,jaclyn.kim@gmail.com,414.647.5671x691,"Unit 9421 Box 3874
DPO AA 31049",1970-12-25,2015-09-30,Closed
2b256eef-9bc0-4da0-b9a3-8afce4f35655,Taylor Carpenter,taylor.carpenter@gmail.com,920.747.6933x432,"572 Thomas Via Apt. 412
South Timothychester, CT 99259",1992-05-26,2023-06-13,Inactive
fb92f496-201a-4a59-9afc-091372b68c37,Jay Murphy,jay.murphy@gmail.com,(807)299-0812x89287,"1842 Daniel Valleys Suite 796
Nathanielbury, TN 33658",1937-10-08,2016-06-18,Closed
777c08d1-4c02-48a9-becb-e85acecfb2b3,Lindsay Munoz,lindsay.munoz@gmail.com,+1-416-921-5214x7299,"7141 Hall Point
South Adammouth, NY 34413",1955-01-25,2016-02-20,Inactive
6c3db0b5-ea85-4eac-9d24-2f3cc681451d,Russell Coleman,russell.coleman@gmail.com,383.535.9817x3286,"59823 Moore Brook
Lake Jenniferton, MI 54642",1960-12-12,2017-03-12,Inactive
60d8998f-060b-4ffe-8996-a79ed51bedce,Nicholas Rollins,nicholas.rollins@gmail.com,+1-434-987-7255x94314,"34013 Steven Brooks
West Markshire, RI 32925",1958-01-19,2020-11-21,Active
b831d3fb-4c4f-4c72-9d40-d9b53649158f,Daniel Houston III,daniel.houston iii@gmail.com,(990)749-3907x3091,"27227 Bates Neck
New Nancy, ND 01452",1938-06-12,2017-08-16,Inactive
ea8fc627-cebe-47f2-a342-c1ed4e1e4615,Allison Combs,allison.combs@gmail.com,562.319.8163x2045,"92929 Woods Isle Suite 793
Donnabury, NV 57680",1955-12-20,2016-01-05,Closed
e15ca4d6-09a3-40c5-b78b-94f6f013289b,Debbie Barry,debbie.barry@gmail.com,678.502.9262x514,"46989 Michelle Creek Apt. 462
South Heather, SD 28143",1996-10-21,2019-10-06,Closed
8f079ecc-3ecb-418b-a7db-1e4c6805fb2c,William Jones,william.jones@gmail.com,605.261.4544,"3253 Julie Via
Tuckerstad, LA 12572",1979-05-17,2024-09-22,Inactive
37166d68-a3e4-4de3-9db2-a8f139002305,Shannon Hampton,shannon.hampton@gmail.com,(470)601-5429,"9555 Bobby Hills
Lake Matthew, TX 96257",1998-07-27,2023-02-26,Active
f28d77fd-3aef-43eb-a8d7-23d0d2dbff46,Sandra Higgins,sandra.higgins@gmail.com,296.246.7443,"6795 West Ferry Suite 311
Pagemouth, MA 38911",1948-03-26,2016-01-29,Closed
254180ab-4486-4599-9ec8-3d3be8f6ba38,Robert Torres,robert.torres@gmail.com,9512533158,"9417 Tracey Plain
East James, VA 15800",1994-07-05,2018-02-27,Closed
4beb3862-0da7-4275-8796-b90cbe589dea,Emily Torres,emily.torres@gmail.com,(642)863-7368x9575,"USS Kane
FPO AE 78507",1943-03-16,2015-09-16,Inactive
e4eb3461-7905-4c27-82ab-422eaef2bb78,Daniel Clark,daniel.clark@gmail.com,616.702.8546x7034,"28069 Wallace Court Apt. 782
West Tinastad, AZ 49536",1996-09-01,2019-12-10,Closed
2f455a46-e307-4467-8261-42dad752d2f1,Nicole Lee,nicole.lee@gmail.com,(920)560-9823x800,"606 Jones Mission Apt. 923
South Jeremymouth, TX 34358",1939-08-07,2022-03-13,Inactive
0fa5d1c1-7111-40df-bfae-bd150249c177,Angela Coleman,angela.coleman@gmail.com,573-223-3138x53099,"2362 Joseph Knolls Suite 674
East Brandonmouth, MT 97636",1937-09-10,2020-12-05,Active
961cc0c2-6924-493b-95d0-846cdd2efaa0,Kayla Cooper,kayla.cooper@gmail.com,2573808861,"895 Nicholas Light
West Frederickfort, TX 35695",1950-02-16,2015-06-03,Inactive
fb1a7ea0-f8a2-4f8b-8c85-47334150ad53,Kristopher Cantrell,kristopher.cantrell@gmail.com,9718367305,"99935 Gabriela Circle
Fisherchester, UT 50202",1977-10-19,2016-11-08,Active
3cb31444-e7fc-490b-a383-6d1769c880d4,Andrea Payne,andrea.payne@gmail.com,4639798343,"33682 West Center Suite 393
Lake Sara, IL 59102",2002-01-16,2019-11-24,Inactive
aac169bf-2899-4f05-bb75-73fb3ba74c7f,Jessica Wilkins,jessica.wilkins@gmail.com,(553)724-7013x401,"58631 Cohen Grove Apt. 004
North Shellyfort, NM 42422",1981-05-08,2016-01-08,Inactive
937317ec-10de-4dc2-8b0f-7f6e8e46615a,Jennifer Harrison,jennifer.harrison@gmail.com,001-957-929-2315x1759,"PSC 6021, Box 4625
APO AA 90750",1942-03-10,2016-09-10,Closed
61726b54-3f14-4f32-9609-ae3d073217ec,Jeanne Hall,jeanne.hall@gmail.com,001-791-433-4430x4319,"71084 Levine Mills Suite 325
Sheppardville, TN 90819",1963-07-25,2022-03-09,Closed
b993d698-55f3-493b-a4ce-4fe1e19afb10,Karen Gonzalez,karen.gonzalez@gmail.com,905-400-4228,"356 Davis Court Apt. 932
New Paulville, NM 49655",1983-12-02,2019-08-21,Active
85fec3d6-e562-40c9-9ac4-317aa2d70a73,Austin Williams,austin.williams@gmail.com,001-244-906-7881x43316,"44873 Kelley Turnpike
South Allison, ND 92867",1976-06-20,2015-08-18,Closed
04aca640-6335-4539-8ff8-03d0c7c09d3e,Amy Green,amy.green@gmail.com,4887921154,"2298 Mclaughlin Islands
Sandershaven, VA 83026",1961-02-12,2024-01-19,Closed
b1d7220a-964c-4585-81af-5f376b1afb4c,George Ali,george.ali@gmail.com,840-801-2128x39768,"USNV Richards
FPO AE 68450",1949-12-14,2016-02-05,Inactive
77d06bab-39b7-4e13-bfc9-5118e7f76b0a,John Williams,john.williams@gmail.com,595.373.4885,"PSC 5250, Box 0389
APO AA 41698",1990-11-22,2023-09-21,Closed
5d513911-0996-4626-a295-d4828960a155,Lisa Sanders,lisa.sanders@gmail.com,487-495-8132x221,"3015 Thompson Track Suite 714
Smithhaven, MT 90495",1972-05-10,2016-01-08,Closed
c73558eb-7fc7-492e-ac3b-6f91b1450422,Sheila Martin,sheila.martin@gmail.com,(241)270-2442x386,"181 Lisa Mount Apt. 653
Amandaton, ID 86275",2005-09-17,2017-12-09,Closed
f21b8fe1-221b-4029-9c74-ee9fd2b545bc,Joseph Ortiz,joseph.ortiz@gmail.com,001-869-547-3079x17884,"5169 Snow Cove Apt. 979
North Kristina, MS 68587",1950-09-28,2022-05-05,Closed
025adda3-b57c-4402-929a-27d765ea54aa,Joshua Graham,joshua.graham@gmail.com,+1-223-780-8056,"17182 Cassidy Curve Suite 241
South Bradley, SD 06792",1934-03-04,2022-12-11,Closed
d1fe0fcf-7b91-4caa-8315-71f2d015de79,Sarah Chavez,sarah.chavez@gmail.com,455-945-6913x7328,"15751 Patel Lakes Suite 523
Roseside, AK 44854",1949-08-03,2017-01-06,Inactive
d6af7e3f-09fd-4454-be25-28b91b09a010,Amanda Blankenship,amanda.blankenship@gmail.com,949.629.8817x74889,"604 Susan Walks Suite 497
New Tara, LA 28378",1963-10-23,2024-01-16,Active
6618cc30-e67c-4663-b02f-4efe03caf39c,Marcia Hernandez,marcia.hernandez@gmail.com,001-399-873-7790x70340,"08581 Fisher Fields Apt. 407
Robertburgh, PR 68538",1966-09-11,2015-08-05,Inactive
0e3c0ca7-3aac-4439-9569-942323e1def5,Erika Henry,erika.henry@gmail.com,377-921-0095x124,"110 Cory Parks Suite 170
Kayleefort, GA 84356",1985-05-19,2021-03-26,Inactive
bfa57bb5-04a7-43cf-8166-30c673ec410e,Michael Blanchard,michael.blanchard@gmail.com,001-571-773-0409,"729 Emily Highway
West Keith, MN 38915",1936-03-12,2022-03-20,Inactive
c9279f02-d584-4f64-948d-2a98bdf3fe01,Joseph Michael,joseph.michael@gmail.com,001-443-341-6771x631,"017 George Port Apt. 990
Amyborough, NH 46736",2005-07-28,2016-11-06,Inactive
36ad481c-dae4-4080-8c4e-06d1e5aee595,Henry Phillips,henry.phillips@gmail.com,535-405-9666x37939,"492 Ferguson Ford
South Craigfort, HI 13250",1991-10-08,2023-02-20,Closed
e4c790d0-b9a2-4911-9fd3-5d694208d0ba,Theresa Martin,theresa.martin@gmail.com,+1-814-574-7016x3163,"101 Michelle Stream Suite 143
North Heather, WY 53534",2002-07-22,2015-02-17,Inactive
b4313b54-1673-4e7b-b138-3bbc99ad1a52,Shelby Wright,shelby.wright@gmail.com,235-574-3888,"904 Tasha Flats
Oconnellville, AS 58949",1990-11-03,2024-02-14,Closed
6826d097-37d1-452d-85df-9972c9b8ce8e,Emma Johnson,emma.johnson@gmail.com,+1-885-784-0154x2099,"Unit 8030 Box 2724
DPO AA 13489",1973-03-22,2024-11-04,Inactive
d515a9ec-444c-4751-84ec-a5e42d97f31d,Renee Key,renee.key@gmail.com,001-590-912-7050,"94285 Jody Estate Apt. 547
Holmeston, NH 22495",1942-11-02,2019-10-02,Active
f7672697-d37a-4c2e-926a-900fc696e793,Haley Mckenzie,haley.mckenzie@gmail.com,701-641-6918x1292,"733 Connie Garden
West Rodney, MO 17143",1955-05-09,2016-10-23,Active
ee43b4e1-ad8e-4fc6-bd8a-bb55fb7ff5bd,Kenneth Marshall,kenneth.marshall@gmail.com,(740)294-5210x74454,"2656 Shields Plaza
West Jenna, HI 15917",1972-08-10,2017-02-08,Closed
20d0a90c-2f67-4094-8636-6453b3a97fa5,Larry Jefferson,larry.jefferson@gmail.com,(412)915-6560x698,"6571 Rodriguez Mountains Suite 989
Andrewburgh, PR 52020",1950-06-16,2024-03-19,Inactive
f339547d-40e4-4f1c-a706-fce12125ba32,Steven Simpson,steven.simpson@gmail.com,756.343.0266,"3123 Brett Harbor
Lake Christophertown, NE 53880",1963-03-09,2024-02-25,Closed
c4bbdc85-6237-4f41-a3aa-f6799fa2dd08,Brian Neal,brian.neal@gmail.com,258-509-2215,"221 Thomas Park Apt. 291
East Daniel, MD 51690",2004-09-03,2024-08-08,Inactive
aa6fb484-26f6-47fe-bcda-992eac49179a,Christine Wilkerson,christine.wilkerson@gmail.com,(898)297-8233x05870,"832 Michael Island Suite 683
Lake Jeremiah, HI 41041",1994-07-06,2018-10-31,Closed
582eac81-367d-4625-a5b5-f5db65440665,Trevor Olson II,trevor.olson ii@gmail.com,+1-352-787-4693x09387,"390 Hall Camp Apt. 896
Nathanbury, MA 67839",1938-04-22,2021-03-25,Closed
c9dbed5d-d865-4b8a-bab1-c9d5243159d1,Madison Rodriguez,madison.rodriguez@gmail.com,(846)894-6188x4970,"36359 Mcdonald Prairie
Port David, MT 69439",1952-02-22,2021-12-16,Active
aa954041-3420-47fc-8a5e-f37963fee2af,Lance Sexton PhD,lance.sexton phd@gmail.com,+1-876-870-9723x566,"9146 Shawn Pass
Coltonberg, MT 00572",1952-12-08,2017-02-03,Closed
d9fc172b-47e5-4cb5-a510-0919d8f2474e,Justin Moore,justin.moore@gmail.com,514.654.3781,"PSC 3498, Box 3909
APO AA 19166",1945-07-12,2018-07-26,Closed
e1b23ea0-83c1-4f62-ae39-2c0aa882f52d,Connie Lambert,connie.lambert@gmail.com,+1-997-642-4651x637,"PSC 3326, Box 7925
APO AP 69472",1941-07-17,2021-01-24,Inactive
97fe34f0-ca63-43e5-a1f5-1253184f8238,Kristen Combs,kristen.combs@gmail.com,426-911-7858x5642,"784 Kevin Valley Apt. 719
Nelsonborough, UT 63077",1967-09-07,2021-08-10,Active
84ea1b33-64ee-4d65-8b71-1c7064135cb9,Shawn Nichols,shawn.nichols@gmail.com,+1-720-851-0323x04486,"2022 Emily Bridge Suite 410
New Patrickburgh, MN 65533",1943-04-30,2016-07-11,Active
a0402825-0a9e-4f87-b95c-37612c756899,Robert Clark,robert.clark@gmail.com,+1-378-999-3301x28770,"USNV Durham
FPO AP 75830",1984-11-23,2024-01-09,Closed
63ce266f-7aca-4da5-ae6e-ec3212180283,Jeremy Rodriguez,jeremy.rodriguez@gmail.com,463-926-3148x18404,"856 Singleton Shore Apt. 496
West Elaine, WA 16801",1957-09-26,2022-03-21,Closed
847f64d4-d917-49e3-9e4a-73b12bf2997d,Kevin Hughes,kevin.hughes@gmail.com,(706)943-5637,"96518 Jordan Expressway
Tonyfurt, NY 33109",1961-11-13,2021-04-17,Closed
eba33920-9002-455d-a2d5-1ff79fdbbe67,Jane Campos,jane.campos@gmail.com,411.405.0697,"PSC 2446, Box 9501
APO AA 73115",1977-10-16,2023-10-17,Active
925d3139-fa5c-4996-872f-07c1d73df79e,Adam Goodman,adam.goodman@gmail.com,+1-699-874-5446x860,"09772 Joseph Route
Port Kimberlyside, CA 87317",2005-09-30,2019-05-02,Active
eafbc9c3-c29d-476f-9bd7-84aac948417e,Ryan Powell,ryan.powell@gmail.com,001-450-829-0897x6265,"503 Douglas Cliffs
Riggsmouth, PA 71174",1951-11-03,2016-06-02,Inactive
b2b92850-1665-46c5-83aa-6356e4ecfdeb,Alison Miller,alison.miller@gmail.com,(676)899-8699x1416,"2300 Daniel Trace
West Adamstad, VT 45086",2001-06-08,2016-06-01,Closed
6b158629-dcae-4774-af1d-7b722bae58d3,Steven Wilson,steven.wilson@gmail.com,(572)254-3392x1717,"736 Rowe Plaza Apt. 575
Aaronmouth, SC 62122",2005-02-10,2021-12-17,Closed
fe7660dc-9c8c-4e55-b445-97adb207dfa3,Lisa Bryant,lisa.bryant@gmail.com,602.838.6267x250,"697 Nicholas Mission Apt. 174
Ellenburgh, WI 97826",1957-01-22,2024-06-03,Inactive
70195b2e-3cb4-4b87-a272-ce4a79a7a9fd,Rachel Ho,rachel.ho@gmail.com,3902833097,"68897 Peterson Vista
Riverafurt, NE 93621",1983-03-16,2021-09-28,Inactive
63b4d629-4ed8-46c8-b8a1-b9b1b6319d8e,Lindsay Montes,lindsay.montes@gmail.com,754-600-3573,"8692 Peterson Haven
Lake Katie, AR 67898",1980-06-18,2019-02-13,Closed
f7eb2402-c368-4d93-bdcc-c880a6f43414,Tyler Watts,tyler.watts@gmail.com,414-969-9710x770,"1688 Carter Gateway Suite 968
South Allen, FM 06364",1996-07-12,2020-08-05,Closed
a1ad05b6-66d0-46aa-b7bc-7b6fac94b195,Francisco Reeves,francisco.reeves@gmail.com,(940)635-8706x6778,"8502 Murphy Stream
East Kara, SC 49065",1965-07-27,2016-12-21,Closed
c62af00f-12ee-4030-b36b-f684821fa3fb,Daniel Davis,daniel.davis@gmail.com,9368208055,"113 Mann View Apt. 778
West Angela, MP 56617",1978-05-05,2019-05-16,Inactive
e3e7a2fa-fe2a-45bf-9c4d-177e551c8b1f,Morgan Love,morgan.love@gmail.com,240-902-4378x3081,"050 Elizabeth Centers Apt. 525
Port Jasmine, AK 01427",1948-01-01,2020-01-07,Active
e39a3889-5c2b-499b-b217-647d14c026b7,David Powell,david.powell@gmail.com,837.550.6941x929,"62192 Richard Mills
Port Kelsey, OK 42942",1984-03-29,2024-03-31,Closed
